datetime,unix_timestamp,region,lat,lon,temp_c,humidity_pct,wind_speed_ms,wind_dir_deg,solar_rad_wm2,rain_last_24h_mm,vpd_kpa,co_ppm,co2_ppm,tvoc_ppb,h2_idx,ethanol_idx,hydrocarbon_idx,ignite_next_5min,risk_score_noisy
2024-07-10 08:25:00,1720585500,Gabala,41.03142,47.86611,31.36,44.5,4.45,162.8,591.3,0.81,2.1,0.03,350.0,14.0,18.25,13.81,13.11,1,0.855
2024-07-10 08:30:00,1720585800,Lerik,38.80766,48.38675,23.48,60.7,0.19,350.1,608.8,0.96,1.54,0.511,538.0,5.1,18.29,4.59,11.81,1,0.796
2024-07-10 08:35:00,1720586100,Gabala,41.04912,47.79923,33.6,35.0,1.85,4.4,625.9,0.58,2.36,0.058,423.0,40.4,8.22,2.94,9.21,1,2.685
2024-07-10 08:40:00,1720586400,Guba,40.96667,48.96554,24.78,20.0,3.77,107.7,642.8,3.51,2.39,0.105,376.9,29.0,26.21,5.56,6.52,1,2.055
2024-07-10 08:45:00,1720586700,Gabala,41.02371,47.85413,29.87,63.2,2.76,50.9,659.3,0.98,1.68,0.726,382.8,50.6,16.9,6.33,4.81,0,-0.778
2024-07-10 08:50:00,1720587000,Shamakhi,40.74198,48.64314,34.55,13.1,4.02,55.7,675.6,1.97,2.83,0.198,458.9,24.7,4.36,6.47,11.89,1,2.108
2024-07-10 08:55:00,1720587300,Guba,41.0178,48.90918,29.62,58.3,9.11,267.6,691.5,1.03,1.77,0.131,379.9,16.6,1.44,9.16,0.97,0,0.265
2024-07-10 09:00:00,1720587600,Lerik,38.84308,48.4232,24.15,73.5,2.63,97.2,707.1,1.64,1.3,0.519,528.6,29.6,0.5,1.84,10.15,0,-1.226
2024-07-10 09:05:00,1720587900,Guba,41.03468,48.83195,24.85,40.4,1.82,141.8,722.4,1.68,1.99,0.03,440.5,43.6,5.78,5.7,2.17,1,1.275
2024-07-10 09:10:00,1720588200,Guba,40.9289,48.96391,22.9,58.2,3.99,217.1,737.3,2.5,1.57,0.03,468.3,118.5,1.24,3.72,1.11,0,-3.18
2024-07-10 09:15:00,1720588500,Guba,41.02929,48.94393,27.94,59.5,3.13,282.4,751.8,0.64,1.7,0.207,365.4,7.1,10.65,9.84,25.99,0,-0.74
2024-07-10 09:20:00,1720588800,Shamakhi,40.61532,48.59906,24.41,15.9,4.44,103.7,766.0,2.98,2.46,0.376,431.1,87.6,4.35,6.75,9.15,1,1.667
2024-07-10 09:25:00,1720589100,Shamakhi,40.58701,48.6144,33.24,54.1,3.22,298.8,779.9,0.85,1.97,0.634,350.0,5.0,0.5,3.69,12.59,1,3.057
2024-07-10 09:30:00,1720589400,Shamakhi,40.5558,48.65013,33.53,36.9,3.31,192.9,793.4,0.66,2.32,0.448,441.9,216.7,15.19,7.25,8.34,1,4.44
2024-07-10 09:35:00,1720589700,Lerik,38.8347,48.3814,31.5,22.5,1.87,254.8,806.4,0.89,2.54,0.526,383.5,41.4,11.56,14.13,3.25,0,-0.295
2024-07-10 09:40:00,1720590000,Shamakhi,40.55138,48.52085,29.36,35.0,4.52,249.6,819.2,0.57,2.23,0.436,482.8,5.0,5.17,3.13,0.11,1,2.366
2024-07-10 09:45:00,1720590300,Shamakhi,40.70668,48.58234,32.75,23.6,5.05,321.9,831.5,2.33,2.56,0.298,388.6,13.3,16.38,2.83,2.87,1,2.731
2024-07-10 09:50:00,1720590600,Guba,41.00571,48.90762,26.64,51.7,2.85,295.7,843.4,0.17,1.82,0.351,380.3,54.0,11.53,18.57,7.96,1,2.675
2024-07-10 09:55:00,1720590900,Shamakhi,40.53883,48.59838,27.58,22.4,6.8,314.8,854.9,0.25,2.43,0.305,395.0,5.0,11.8,0.9,6.61,1,4.146
2024-07-10 10:00:00,1720591200,Gabala,40.9543,47.91588,27.98,30.5,2.91,242.5,866.0,0.96,2.28,0.639,350.0,57.0,15.42,5.89,2.94,1,0.772
2024-07-10 10:05:00,1720591500,Shamakhi,40.58609,48.552,26.63,16.5,5.08,43.7,876.7,0.27,2.52,0.271,518.4,67.2,16.55,5.23,0.53,1,4.499
2024-07-10 10:10:00,1720591800,Lerik,38.92062,48.35834,27.85,58.4,2.48,56.1,887.0,2.68,1.72,0.03,374.2,151.1,17.63,2.49,1.05,0,-0.445
2024-07-10 10:15:00,1720592100,Lerik,38.75577,48.3471,26.36,62.8,1.93,296.2,896.9,4.36,1.58,0.03,394.7,59.7,13.11,3.08,4.28,0,-3.123
2024-07-10 10:20:00,1720592400,Gabala,40.97419,47.87144,29.73,40.0,3.11,225.7,906.3,0.35,2.14,0.415,427.3,59.0,7.63,9.08,0.59,1,1.875
2024-07-10 10:25:00,1720592700,Lerik,38.77311,48.3237,21.45,50.6,0.79,11.2,915.3,1.33,1.68,0.039,527.6,12.5,12.46,6.6,4.52,0,-1.309
2024-07-10 10:30:00,1720593000,Lerik,38.82496,48.43719,29.68,56.4,4.24,57.5,923.9,10.61,1.81,0.3,350.0,5.0,3.02,9.49,26.07,0,-4.733
2024-07-10 10:35:00,1720593300,Guba,40.97391,48.85336,21.66,60.9,1.29,315.9,932.0,0.58,1.48,0.377,485.4,47.2,8.8,2.82,5.95,0,-2.637
2024-07-10 10:40:00,1720593600,Gabala,40.92305,47.81134,28.2,24.4,4.84,203.0,939.7,0.62,2.41,0.454,402.1,5.8,7.87,1.57,0.84,1,2.557
2024-07-10 10:45:00,1720593900,Guba,40.99024,48.98851,21.32,25.0,4.69,40.9,946.9,0.29,2.19,0.358,540.5,27.1,1.78,5.16,5.28,1,3.371
2024-07-10 10:50:00,1720594200,Guba,40.98503,48.96163,25.27,27.0,2.91,20.0,953.7,0.06,2.27,0.162,490.7,66.2,20.91,16.79,0.78,1,3.52
2024-07-10 10:55:00,1720594500,Shamakhi,40.57039,48.60596,37.08,7.4,5.78,359.8,960.0,0.24,3.01,0.03,448.8,109.1,9.98,6.14,18.47,1,4.58
2024-07-10 11:00:00,1720594800,Gabala,40.95306,47.78445,29.89,24.8,2.42,106.4,965.9,0.72,2.45,0.094,356.0,19.7,1.93,24.14,8.16,1,1.648
2024-07-10 11:05:00,1720595100,Shamakhi,40.65923,48.70072,28.32,49.1,6.97,237.6,971.3,2.01,1.92,0.08,435.6,42.3,0.5,6.65,12.06,1,0.959
2024-07-10 11:10:00,1720595400,Shamakhi,40.58401,48.59018,29.91,6.5,3.57,118.3,976.3,1.44,2.82,0.33,357.4,17.0,0.5,1.45,5.3,1,5.377
2024-07-10 11:15:00,1720595700,Guba,40.94329,48.91238,24.48,41.2,3.97,274.4,980.8,0.31,1.96,0.03,469.8,139.1,5.76,10.66,0.75,0,0.078
2024-07-10 11:20:00,1720596000,Lerik,38.77689,48.4456,20.66,65.0,0.51,327.2,984.8,2.47,1.37,0.298,405.3,33.2,15.93,9.31,2.41,0,-1.07
2024-07-10 11:25:00,1720596300,Gabala,40.98272,47.75186,29.09,40.2,1.06,170.8,988.4,2.52,2.12,0.51,505.2,63.1,4.82,14.59,15.05,1,0.833
2024-07-10 11:30:00,1720596600,Lerik,38.73319,48.368,32.74,68.1,1.77,326.3,991.4,5.85,1.67,0.28,385.9,28.5,13.19,22.34,1.79,0,-4.026
2024-07-10 11:35:00,1720596900,Guba,41.0813,48.8966,23.76,36.3,6.79,106.5,994.1,6.38,2.04,0.461,452.8,8.0,21.18,15.38,2.4,0,-0.888
2024-07-10 11:40:00,1720597200,Guba,41.04338,48.90654,33.72,37.6,4.97,244.7,996.2,2.36,2.31,0.097,436.0,5.0,8.24,0.42,16.81,0,0.383
2024-07-10 11:45:00,1720597500,Guba,41.07151,48.83482,25.99,39.2,3.71,58.3,997.9,4.46,2.05,0.404,487.9,142.6,17.28,3.96,6.33,0,0.326
2024-07-10 11:50:00,1720597800,Guba,41.01961,48.91632,27.29,53.3,3.78,91.4,999.0,0.7,1.8,0.243,497.5,49.3,0.91,13.49,15.78,1,2.435
2024-07-10 11:55:00,1720598100,Guba,40.89532,48.90169,27.04,86.0,0.81,294.9,999.8,2.08,1.14,0.317,545.0,19.4,12.28,5.82,5.89,0,-3.058
2024-07-10 12:00:00,1720598400,Guba,41.07677,48.98337,19.21,44.9,2.3,337.1,1000.0,1.71,1.73,0.046,465.8,37.3,7.07,0.57,1.09,0,-1.621
2024-07-10 12:05:00,1720598700,Lerik,38.75682,48.45001,25.82,51.5,0.45,259.8,999.8,1.24,1.8,0.548,383.9,61.3,11.95,2.13,1.03,0,0.104
2024-07-10 12:10:00,1720599000,Shamakhi,40.56089,48.58654,22.27,17.6,5.32,56.3,999.0,0.39,2.37,0.134,360.5,89.0,15.33,5.64,8.76,1,5.345
2024-07-10 12:15:00,1720599300,Lerik,38.80782,48.3902,24.84,81.1,3.95,8.8,997.9,0.05,1.17,0.336,435.1,5.0,6.55,8.26,0.84,0,-2.642
2024-07-10 12:20:00,1720599600,Gabala,41.04891,47.90072,28.65,34.2,2.68,30.0,996.2,0.21,2.23,0.716,431.2,13.9,0.5,1.26,9.75,0,0.534
2024-07-10 12:25:00,1720599900,Lerik,38.85266,48.41418,17.86,45.7,2.42,117.9,994.1,0.94,1.67,0.189,449.8,5.0,1.96,3.31,10.7,0,0.575
2024-07-10 12:30:00,1720600200,Guba,41.04531,48.83144,26.26,41.9,4.07,119.8,991.4,5.36,2.0,0.23,500.6,282.7,1.3,0.95,2.06,0,-1.109
2024-07-10 12:35:00,1720600500,Lerik,38.78441,48.50469,22.83,82.3,2.29,15.5,988.4,1.06,1.09,0.142,400.7,33.2,7.67,8.93,1.09,0,-0.852
2024-07-10 12:40:00,1720600800,Shamakhi,40.58362,48.55051,31.39,23.6,5.03,355.1,984.8,1.43,2.52,0.507,350.0,15.0,9.89,6.96,5.76,1,2.646
2024-07-10 12:45:00,1720601100,Gabala,40.9973,47.97395,27.43,39.6,3.78,198.4,980.8,0.01,2.08,0.484,350.0,82.8,0.5,6.12,1.23,1,2.839
2024-07-10 12:50:00,1720601400,Lerik,38.7935,48.4214,21.64,17.3,0.58,18.3,976.3,3.04,2.35,0.558,396.4,53.0,10.35,15.15,17.17,0,0.526
2024-07-10 12:55:00,1720601700,Shamakhi,40.64447,48.56823,32.3,46.7,6.77,243.3,971.3,2.18,2.08,0.639,374.3,26.5,4.37,3.78,24.9,1,1.801
2024-07-10 13:00:00,1720602000,Lerik,38.84151,48.28165,27.46,50.7,0.13,311.9,965.9,5.93,1.86,0.03,433.4,102.6,9.53,18.33,8.02,0,-3.206
2024-07-10 13:05:00,1720602300,Gabala,41.00957,47.88884,27.04,53.7,0.14,92.6,960.0,0.47,1.79,0.291,491.6,5.0,16.52,10.69,4.18,1,1.715
2024-07-10 13:10:00,1720602600,Lerik,38.6737,48.32248,23.8,64.5,2.38,287.9,953.7,0.36,1.47,0.23,352.8,48.8,8.17,4.63,32.62,0,-0.239
2024-07-10 13:15:00,1720602900,Guba,41.0064,48.91786,28.6,47.4,3.85,319.0,946.9,1.26,1.96,0.107,450.0,79.2,11.45,9.01,12.47,1,1.927
2024-07-10 13:20:00,1720603200,Lerik,38.79456,48.49668,33.08,48.3,1.35,49.4,939.7,2.89,2.08,0.439,384.5,6.0,10.69,14.66,29.95,1,0.785
2024-07-10 13:25:00,1720603500,Shamakhi,40.6084,48.54312,31.23,33.0,4.21,149.0,932.0,0.73,2.33,0.178,512.4,25.8,10.96,2.39,0.86,1,4.251
2024-07-10 13:30:00,1720603800,Lerik,38.76228,48.4369,17.19,34.9,3.32,33.2,923.9,0.56,1.87,0.616,373.4,5.0,3.21,0.99,2.64,0,-1.378
2024-07-10 13:35:00,1720604100,Shamakhi,40.53376,48.55942,28.41,35.4,3.32,7.7,915.3,2.35,2.19,0.447,379.7,35.1,12.83,0.53,10.84,1,1.931
2024-07-10 13:40:00,1720604400,Gabala,41.00316,47.90666,30.41,48.3,0.99,275.1,906.3,1.88,2.0,0.097,580.0,46.0,20.4,0.88,11.42,1,1.22
2024-07-10 13:45:00,1720604700,Lerik,38.78218,48.40329,30.05,56.2,3.04,29.5,896.9,4.44,1.83,0.298,421.6,84.0,5.11,6.49,3.22,0,-2.002
2024-07-10 13:50:00,1720605000,Gabala,41.00873,47.84905,24.22,40.5,4.6,197.9,887.0,3.47,1.97,0.416,460.4,11.5,3.29,7.96,4.88,0,-1.151
2024-07-10 13:55:00,1720605300,Gabala,40.94645,47.91036,27.83,30.9,1.39,175.6,876.7,2.95,2.27,0.577,394.5,117.0,23.84,18.1,17.09,0,0.696
2024-07-10 14:00:00,1720605600,Lerik,38.8708,48.43126,24.08,52.6,4.53,174.8,866.0,0.59,1.72,0.03,540.4,131.6,0.5,7.12,1.89,0,-0.129
2024-07-10 14:05:00,1720605900,Shamakhi,40.65005,48.55977,28.92,15.5,4.47,321.5,854.9,0.04,2.61,0.453,534.7,5.0,6.85,23.91,4.24,1,4.427
2024-07-10 14:10:00,1720606200,Gabala,40.99484,47.93936,34.14,31.8,2.29,210.6,843.4,0.46,2.44,0.475,379.7,22.1,6.99,14.51,0.23,1,4.279
2024-07-10 14:15:00,1720606500,Gabala,40.96934,47.77321,32.66,71.0,3.36,344.6,831.5,7.55,1.61,0.332,350.0,33.9,16.85,0.62,3.03,0,-4.376
2024-07-10 14:20:00,1720606800,Lerik,38.84262,48.41378,25.38,56.3,2.16,265.4,819.2,3.34,1.68,0.558,384.5,56.4,8.42,6.6,16.04,0,-1.304
2024-07-10 14:25:00,1720607100,Lerik,38.81963,48.35886,22.32,62.3,3.62,172.2,806.4,14.52,1.47,0.03,369.8,17.3,8.9,1.81,2.74,0,-10.07
2024-07-10 14:30:00,1720607400,Lerik,38.81193,48.32564,27.82,54.6,6.75,45.5,793.4,0.44,1.79,0.239,422.7,26.7,26.51,7.47,6.37,0,0.088
2024-07-10 14:35:00,1720607700,Lerik,38.85214,48.34329,26.06,56.0,0.04,211.5,779.9,5.49,1.71,0.114,449.5,31.4,12.63,8.03,2.81,0,-2.889
2024-07-10 14:40:00,1720608000,Lerik,38.87133,48.39754,22.25,57.0,1.27,249.1,766.0,2.26,1.58,0.296,425.9,35.3,8.54,13.05,10.28,0,-2.412
2024-07-10 14:45:00,1720608300,Guba,40.93738,48.91749,29.89,41.4,3.3,342.7,751.8,4.21,2.12,0.325,475.4,37.7,19.57,2.57,0.19,0,-1.317
2024-07-10 14:50:00,1720608600,Lerik,38.74748,48.45295,25.48,63.9,5.86,108.3,737.3,2.57,1.54,0.331,409.9,37.7,7.72,11.18,2.73,0,-2.556
2024-07-10 14:55:00,1720608900,Shamakhi,40.56099,48.6738,25.36,21.3,1.65,359.3,722.4,1.63,2.39,0.03,399.3,145.8,14.46,9.33,1.12,1,2.0
2024-07-10 15:00:00,1720609200,Gabala,40.90488,47.86388,24.03,17.8,2.66,22.3,707.1,2.28,2.42,0.552,440.8,5.0,6.51,0.76,11.94,1,0.871
2024-07-10 15:05:00,1720609500,Shamakhi,40.59686,48.57784,26.68,35.0,6.06,77.2,691.5,3.48,2.15,0.349,462.7,39.3,6.45,1.25,5.29,0,-0.913
2024-07-10 15:10:00,1720609800,Shamakhi,40.63001,48.65195,36.12,48.8,7.17,350.6,675.6,0.5,2.16,0.255,502.7,156.0,15.08,1.54,10.35,1,1.717
2024-07-10 15:15:00,1720610100,Guba,40.99893,48.86927,23.19,35.3,3.35,148.8,659.3,0.85,2.04,0.084,401.4,35.1,16.56,24.84,11.32,0,-0.283
2024-07-10 15:20:00,1720610400,Lerik,38.77329,48.32022,26.51,66.8,4.54,355.2,642.8,0.23,1.51,0.549,518.7,10.9,21.02,8.7,3.11,0,-0.684
2024-07-10 15:25:00,1720610700,Gabala,41.03632,47.89695,36.69,50.1,1.33,356.0,625.9,1.6,2.15,0.728,369.4,50.6,12.34,7.48,11.87,0,-0.263
2024-07-10 15:30:00,1720611000,Shamakhi,40.60703,48.6662,35.18,55.4,4.08,107.3,608.8,0.75,2.0,0.73,430.9,44.7,11.47,9.4,12.89,1,2.333
2024-07-10 15:35:00,1720611300,Lerik,38.81715,48.35891,22.32,83.0,1.55,170.6,591.3,2.61,1.06,0.346,371.8,7.5,20.52,2.65,16.0,0,-3.933
2024-07-10 15:40:00,1720611600,Lerik,38.85771,48.49804,21.03,63.7,3.65,74.9,573.6,8.39,1.41,0.512,377.0,95.0,5.28,6.42,5.53,0,-6.546
2024-07-10 15:45:00,1720611900,Guba,40.99384,48.92915,24.77,43.2,2.2,296.8,555.6,0.44,1.93,0.404,401.6,6.9,19.29,1.46,0.81,1,1.875
2024-07-10 15:50:00,1720612200,Guba,41.10301,48.9217,21.89,20.8,3.59,50.0,537.3,1.78,2.29,0.131,414.0,169.4,15.51,4.02,1.3,1,2.644
2024-07-10 15:55:00,1720612500,Guba,40.97761,48.87417,21.42,59.6,6.93,59.4,518.8,0.34,1.5,0.433,350.0,31.7,16.92,16.91,7.54,0,-1.354
2024-07-10 16:00:00,1720612800,Gabala,41.0799,47.90086,24.78,57.0,1.06,290.0,500.0,0.72,1.65,0.538,561.2,23.4,7.4,7.28,5.18,0,-0.407
2024-07-10 16:05:00,1720613100,Shamakhi,40.55126,48.52378,34.13,28.1,7.34,280.7,481.0,1.34,2.51,0.03,409.6,24.5,19.5,8.08,7.53,1,2.288
2024-07-10 16:10:00,1720613400,Guba,41.02587,48.88301,23.92,50.3,6.1,285.0,461.7,0.94,1.76,0.108,433.7,43.6,5.12,7.36,7.06,1,1.067
2024-07-10 16:15:00,1720613700,Guba,40.96787,48.86334,25.1,29.6,3.77,74.8,442.3,0.83,2.21,0.123,350.0,22.1,12.01,12.0,2.49,1,1.489
2024-07-10 16:20:00,1720614000,Guba,41.05598,48.83455,27.88,36.0,3.88,257.4,422.6,3.82,2.17,0.426,547.5,8.3,18.25,4.8,1.43,0,-0.858
2024-07-10 16:25:00,1720614300,Shamakhi,40.57609,48.64315,34.91,12.2,3.78,143.0,402.7,3.06,2.85,0.03,450.5,45.3,14.2,0.72,6.68,1,2.883
2024-07-10 16:30:00,1720614600,Shamakhi,40.61454,48.61706,24.28,36.0,4.8,235.4,382.7,1.21,2.06,0.24,516.3,222.9,19.21,14.34,1.79,1,2.73
2024-07-10 16:35:00,1720614900,Guba,40.96747,48.94023,19.11,39.0,2.71,73.0,362.4,4.1,1.84,0.308,350.0,99.8,0.5,4.86,12.26,0,-2.203
2024-07-10 16:40:00,1720615200,Guba,41.04686,48.88608,24.46,63.7,7.26,330.6,342.0,1.32,1.51,0.149,436.2,7.8,4.49,1.61,8.25,0,-0.368
2024-07-10 16:45:00,1720615500,Lerik,38.76721,48.44925,19.54,58.5,2.27,213.5,321.4,5.22,1.47,0.399,414.1,6.3,5.73,5.6,0.56,0,-4.229
2024-07-10 16:50:00,1720615800,Guba,41.08417,48.90386,29.42,50.3,6.03,273.1,300.7,5.17,1.93,0.475,350.0,69.9,9.32,10.0,11.88,0,-2.128
2024-07-10 16:55:00,1720616100,Gabala,40.9302,47.82639,26.14,40.2,1.61,157.5,279.8,1.09,2.03,0.03,350.0,23.3,19.59,3.73,4.08,0,0.384
2024-07-10 17:00:00,1720616400,Gabala,40.91272,47.81806,35.19,63.7,5.72,306.6,258.8,0.33,1.83,0.169,389.2,64.5,4.41,2.17,2.64,0,-0.991
2024-07-10 17:05:00,1720616700,Guba,41.04758,48.80085,24.05,66.8,5.75,138.7,237.7,0.18,1.44,0.376,593.8,20.0,11.18,4.51,5.87,0,-1.387
2024-07-10 17:10:00,1720617000,Shamakhi,40.57042,48.65822,33.23,29.4,5.93,105.3,216.4,0.78,2.46,0.604,427.6,35.8,0.5,7.25,0.43,1,2.402
2024-07-10 17:15:00,1720617300,Lerik,38.79964,48.45255,21.33,59.5,3.22,353.7,195.1,3.81,1.5,0.376,464.4,14.2,25.12,3.08,5.48,0,-4.072
2024-07-10 17:20:00,1720617600,Shamakhi,40.58389,48.74637,33.95,53.2,5.1,176.0,173.6,0.05,2.0,0.297,440.8,72.1,2.53,2.92,1.69,1,1.66
2024-07-10 17:25:00,1720617900,Guba,40.93437,48.88327,28.04,27.4,5.49,126.4,152.1,0.79,2.34,0.055,391.4,18.9,12.48,27.33,22.17,1,2.994
2024-07-10 17:30:00,1720618200,Gabala,40.97615,47.81666,31.55,44.5,4.53,201.9,130.5,2.93,2.11,0.388,359.3,15.1,13.02,3.21,3.99,0,0.32
2024-07-10 17:35:00,1720618500,Lerik,38.86325,48.31493,23.46,49.7,3.19,296.6,108.9,1.2,1.76,0.35,374.7,232.1,6.75,0.13,11.98,0,0.741
2024-07-10 17:40:00,1720618800,Shamakhi,40.65016,48.648,37.08,54.1,6.23,185.9,87.2,0.82,2.08,0.534,435.7,19.5,7.31,4.14,2.06,1,1.751
2024-07-10 17:45:00,1720619100,Shamakhi,40.61159,48.63649,33.2,40.0,5.38,187.9,65.4,0.04,2.25,0.436,401.2,59.2,17.67,11.85,2.35,1,2.536
2024-07-10 17:50:00,1720619400,Guba,41.05561,48.97759,23.43,18.9,0.93,189.0,43.6,3.34,2.37,0.189,388.4,54.2,0.5,30.45,1.42,0,0.317
2024-07-10 17:55:00,1720619700,Lerik,38.74702,48.35417,21.46,48.8,1.7,176.0,21.8,2.8,1.72,0.664,424.5,5.1,13.14,1.13,4.85,0,-0.423
2024-07-10 18:00:00,1720620000,Gabala,40.96373,47.88582,30.92,61.1,1.4,251.3,0.0,9.11,1.76,0.294,455.4,5.0,3.48,12.15,7.61,0,-6.725
2024-07-10 18:05:00,1720620300,Guba,41.01979,48.8739,31.06,58.4,1.34,300.2,0.0,1.88,1.81,0.276,350.0,39.3,13.79,11.2,3.47,0,-0.15
2024-07-10 18:10:00,1720620600,Lerik,38.79348,48.46719,19.51,39.4,2.79,223.8,0.0,1.36,1.85,0.515,350.0,181.1,9.53,4.65,7.38,0,-0.511
2024-07-10 18:15:00,1720620900,Shamakhi,40.58766,48.62681,35.0,17.3,8.3,115.5,0.0,6.77,2.75,0.334,380.0,68.6,19.66,8.92,16.51,0,-0.334
2024-07-10 18:20:00,1720621200,Guba,40.93997,48.82222,20.05,46.2,0.52,290.0,0.0,0.87,1.73,0.287,362.4,20.0,5.66,1.91,1.21,1,0.964
2024-07-10 18:25:00,1720621500,Shamakhi,40.49593,48.59344,29.53,31.2,3.15,37.1,0.0,1.77,2.31,0.239,364.8,13.4,12.2,1.79,9.16,0,0.756
2024-07-10 18:30:00,1720621800,Shamakhi,40.64089,48.50259,33.96,28.1,4.96,137.1,0.0,0.4,2.51,0.117,508.8,5.0,1.52,4.14,12.16,1,1.573
2024-07-10 18:35:00,1720622100,Guba,41.01216,48.84184,22.61,39.0,4.98,297.0,0.0,8.35,1.95,0.377,459.8,179.6,20.44,1.7,1.03,0,-2.418
2024-07-10 18:40:00,1720622400,Guba,41.0451,48.84486,31.86,36.2,3.36,258.1,0.0,1.8,2.28,0.185,548.4,17.2,14.79,12.69,6.8,1,1.528
2024-07-10 18:45:00,1720622700,Guba,40.97814,48.86795,28.43,78.8,5.08,348.5,0.0,4.64,1.33,0.141,350.0,25.9,13.3,7.88,6.57,0,-4.405
2024-07-10 18:50:00,1720623000,Guba,40.96436,48.88687,21.27,39.5,6.46,137.2,0.0,0.33,1.9,0.335,427.2,59.7,24.13,7.11,4.85,0,-0.572
2024-07-10 18:55:00,1720623300,Guba,41.00033,48.90823,28.62,35.1,4.55,229.5,0.0,1.82,2.21,0.255,383.3,133.6,0.5,5.5,14.79,0,0.589
2024-07-10 19:00:00,1720623600,Shamakhi,40.64271,48.60573,26.72,39.6,5.8,285.6,0.0,1.51,2.06,0.517,414.5,6.9,12.52,9.84,5.12,1,2.084
2024-07-10 19:05:00,1720623900,Gabala,40.96843,47.84881,28.01,38.5,0.14,183.2,0.0,3.4,2.12,0.652,403.8,5.0,12.9,2.32,0.48,0,-0.378
2024-07-10 19:10:00,1720624200,Gabala,41.02009,47.86662,31.51,26.2,1.49,106.5,0.0,0.12,2.47,0.122,414.9,14.8,0.5,6.93,5.73,1,2.207
2024-07-10 19:15:00,1720624500,Guba,40.94968,48.83751,28.84,41.2,2.81,42.2,0.0,3.68,2.09,0.252,471.1,99.6,3.17,11.56,2.23,0,-1.62
2024-07-10 19:20:00,1720624800,Shamakhi,40.59193,48.60366,31.65,31.1,5.12,79.9,0.0,1.71,2.38,0.242,459.7,43.8,3.01,11.32,6.61,1,1.576
2024-07-10 19:25:00,1720625100,Gabala,40.97649,47.92172,26.62,46.5,3.48,19.9,0.0,0.06,1.92,0.231,430.6,20.2,3.19,4.25,5.05,0,0.342
2024-07-10 19:30:00,1720625400,Gabala,41.04132,47.84171,23.37,44.7,3.45,96.1,0.0,0.79,1.86,0.26,425.2,14.2,1.98,1.83,0.82,0,-1.632
2024-07-10 19:35:00,1720625700,Gabala,40.99038,47.87473,28.73,24.8,1.85,42.8,0.0,1.14,2.42,0.32,426.6,12.4,8.22,2.89,9.6,0,0.362
2024-07-10 19:40:00,1720626000,Shamakhi,40.6873,48.62008,35.22,41.1,5.7,12.0,0.0,3.78,2.28,0.272,393.9,41.2,8.37,9.47,0.62,0,-0.432
2024-07-10 19:45:00,1720626300,Guba,40.93262,48.94311,34.26,58.4,3.89,134.3,0.0,0.75,1.91,0.03,494.4,22.3,2.69,4.17,6.87,1,0.876
2024-07-10 19:50:00,1720626600,Guba,41.0065,48.91436,24.18,28.9,4.21,172.8,0.0,1.15,2.2,0.094,436.4,23.7,11.21,5.13,1.27,0,-0.916
2024-07-10 19:55:00,1720626900,Guba,41.00897,48.94227,29.39,33.3,4.32,211.5,0.0,1.24,2.26,0.379,496.6,112.9,7.49,15.11,4.28,1,1.226
2024-07-10 20:00:00,1720627200,Lerik,38.831,48.42536,27.06,52.4,0.85,295.3,0.0,0.17,1.81,0.185,510.3,30.1,21.23,19.15,0.63,1,1.116
2024-07-10 20:05:00,1720627500,Lerik,38.75933,48.43286,22.09,58.3,1.2,20.7,0.0,1.8,1.55,0.181,405.1,26.6,21.59,0.1,1.01,0,-3.093
2024-07-10 20:10:00,1720627800,Lerik,38.88422,48.42211,26.88,58.9,5.82,38.7,0.0,1.41,1.68,0.355,386.2,23.8,12.62,10.58,1.09,0,-2.32
2024-07-10 20:15:00,1720628100,Shamakhi,40.60065,48.54966,28.73,31.4,6.53,144.9,0.0,0.4,2.28,0.415,387.0,23.3,11.09,1.69,6.08,1,2.325
2024-07-10 20:20:00,1720628400,Gabala,40.92565,47.79146,29.03,18.5,2.51,217.8,0.0,0.31,2.55,0.827,531.4,124.5,4.79,0.45,0.46,1,2.095
2024-07-10 20:25:00,1720628700,Gabala,40.9792,47.83234,27.15,55.2,3.21,76.4,0.0,1.61,1.76,0.217,381.6,151.2,9.79,5.74,17.73,0,0.527
2024-07-10 20:30:00,1720629000,Shamakhi,40.58434,48.67758,33.77,17.1,4.34,75.7,0.0,1.17,2.72,0.59,387.3,97.9,5.99,1.43,6.69,0,0.556
2024-07-10 20:35:00,1720629300,Shamakhi,40.73916,48.59142,34.09,52.3,5.34,11.6,0.0,1.65,2.03,0.521,434.7,40.4,19.39,3.3,5.26,0,-0.194
2024-07-10 20:40:00,1720629600,Guba,41.0525,48.91548,23.89,62.5,4.35,209.0,0.0,1.79,1.52,0.03,408.8,83.3,1.75,19.57,8.4,0,-3.4
2024-07-10 20:45:00,1720629900,Guba,41.00248,48.80163,25.96,28.3,2.74,202.6,0.0,3.52,2.26,0.584,417.2,55.3,0.5,4.78,0.87,0,0.677
2024-07-10 20:50:00,1720630200,Lerik,38.7944,48.40969,23.49,60.3,2.73,183.9,0.0,2.61,1.55,0.272,350.0,24.7,11.78,4.97,0.18,0,-2.142
2024-07-10 20:55:00,1720630500,Lerik,38.84755,48.4043,19.64,75.4,2.38,337.2,0.0,0.92,1.13,0.03,513.0,87.0,12.78,4.68,0.1,0,-2.499
